term,coef,tvalue,pvalue
const,-0.0009371517972457888,-1.8632689582844244,0.062424435190461355
MKT_RF,1.0510739876063095,62.78651007414306,0.0
SMB,0.1238726649213541,10.647292647976682,1.7950996427034814e-26
HML,0.08448501050489919,5.260353369120192,1.437788207800308e-07
RMW,0.016784130327497523,1.54462585377765,0.12243678889212291
CMA,-0.0024094807276895166,-0.24358654498325438,0.8075510500127172
mom_w52_s4,-0.03894862211835795,-2.2594160655531383,0.023857515987528385
