term,coef,tvalue,pvalue
const,-0.0006366309533491451,-1.2330238234074797,0.21756687602951008
MKT_RF,1.056511329561514,60.72503990798627,0.0
SMB,0.12989034672086414,11.560728047202959,6.5154028580369965e-31
HML,0.09556417085090346,5.234360575823021,1.6555698376537267e-07
RMW,0.01644341276181072,1.4918922636252174,0.13572739112409127
CMA,0.00012105944205655226,0.011038766877577082,0.9911925172101597
