term,coef,tvalue,pvalue
const,-0.0010976409202842895,-2.1642047453456783,0.030448639267804754
MKT_RF,1.0511538620922645,62.42791642825613,0.0
SMB,0.12096045710043014,10.814171322490523,2.94946152031647e-27
HML,0.07646010755873518,4.9659180481503595,6.837682700484576e-07
RMW,0.017350122409862712,1.6394795771518522,0.10111342059229472
CMA,-0.002379241005060972,-0.2374508786258561,0.8123070226814111
MOM_EQ,-0.06596749813042292,-2.967162133312607,0.0030056241816437297
