term,coef,tvalue,pvalue
const,-0.0009177198710415116,-1.7704815015764273,0.07664696329882949
MKT_RF,1.0541915988766841,51.83405029868633,0.0
SMB,0.12125399868155418,11.420674496087804,3.2966540687863424e-30
HML,0.08613025507569236,5.508687966895634,3.615180759602971e-08
RMW,0.014632443558493722,1.3730781709658688,0.16972804639774575
CMA,-0.0027843584725773694,-0.2735245183457348,0.7844500477505666
mom_w8_s1,-0.06771191556218395,-3.122617840683077,0.0017925033128982583
