period,portfolio_type,size_quintile,factor_quintile,n_obs,alpha,t_alpha,p_alpha,r_squared,adj_r_squared,beta_MKT_RF,t_MKT_RF,p_MKT_RF,beta_SMB,t_SMB,p_SMB,beta_HML,t_HML,p_HML,beta_MOM_EQ,t_MOM_EQ,p_MOM_EQ
period1,size_bm,1,1,16,-0.11376284647371093,-1.547592500572051,0.12172043813454868,0.26147455108117046,-0.007080157616585758,-0.41884790539433,-0.5382112267702319,0.5904312301766164,-0.2588688487149088,-0.7969145904139484,0.4255006365628329,-2.588248654578333,-1.5708846037703585,0.11620945545376499,-3.339930575939229,-1.3004413238965775,0.19344975444822676
period1,size_bm,1,2,19,0.013917607660289604,0.4902115502961911,0.6239842083709122,0.6520964556190635,0.5526954429387958,1.4202210580205936,7.610115006078116,2.7385213142160262e-14,0.5080876795645136,2.2408342353255017,0.02503681444922392,1.1010981875384738,3.0231458328192784,0.002501616583146208,1.099041716064796,2.1404870342473457,0.032315427524940585
period1,size_bm,1,3,26,0.02580489233900332,1.9499511605372266,0.05118194046733494,0.7782536273245511,0.7360162230054179,1.1694993971283625,9.797785313427887,1.1508111665875354e-22,0.33037965772984274,1.9379096847794466,0.05263424219370913,0.6005758381806952,2.7854058898012743,0.0053460756212577384,0.48740010574190995,1.9685049020350092,0.049009972642399806
period1,size_bm,1,4,26,0.018037369342754687,1.8357167593451098,0.06639955798245936,0.9313744478451996,0.9183029141014282,1.0751651357041172,14.60349041730253,2.6682718762305114e-48,0.4757388133328367,4.236097963856409,2.274375804766398e-05,0.6629820559918118,4.42342320187233,9.714917554595892e-06,0.47768022203946503,2.5996863721097143,0.009330899517952145
period1,size_bm,1,5,26,-0.005587957940632961,-0.8359158756215977,0.4032022305887297,0.9327747646408315,0.9199699579057519,0.9131109296028925,12.024987076660066,2.6262919296504926e-33,0.13549948797907801,3.122223618966765,0.0017949054686876979,0.4797723014991984,3.234389989090754,0.0012190287337849105,-0.23673877794783088,-1.9198322581098415,0.05487909082187351
period1,size_bm,2,1,25,-0.01177933736772245,-0.5699793082753654,0.5686917323092204,0.6600619440589819,0.5920743328707783,0.7513169332750516,2.667204603117252,0.007648509292943122,0.5099970667260677,2.056601230587382,0.039724599771399055,-0.6470243502417561,-1.793995425067658,0.07281389904956292,0.23715673173932936,0.4952431604050958,0.6204284877134779
period1,size_bm,2,2,26,0.010852122205366512,0.733781869091526,0.4630816924651805,0.7930520455634507,0.7536333875755366,1.1031872428270948,8.54043352270992,1.3371920116548042e-17,0.21842452610537497,1.2600411248466432,0.20765452715411237,-0.5016222294681708,-2.230295431128037,0.02572783630188141,-0.36350423443036395,-0.9327124527931661,0.3509684535563331
period1,size_bm,2,3,26,0.014245305087723132,2.0487162569786235,0.04048986858689797,0.9103255645719661,0.8932447197285311,1.20658337053324,17.03384832746768,4.607224250430858e-65,0.12829315154131118,1.0341775175801406,0.30105318249496016,-0.14663776252437444,-0.9228599121400667,0.35608021392806366,0.18362795882739344,0.8215795807314835,0.41131621458821666
period1,size_bm,2,4,26,0.006245358684731453,1.2714597890658546,0.20356512397389304,0.9805272136809043,0.9768181115248861,1.205690779174348,35.419194149468886,8.648645380286794e-275,0.2255737788643146,10.243411896256042,1.2668824990429257e-24,0.23889268236493402,3.057868732400087,0.00222917201256045,-0.05181037271464849,-0.8075478879721523,0.41935089631806133
period1,size_bm,2,5,26,-0.018946139161575896,-3.298680118145308,0.0009714053756691969,0.9554700171419261,0.9469881156451502,0.9077658419757529,31.85005193364158,1.3141273457598924e-222,-0.017443640061852422,-0.21687968810781516,0.8283021074094888,0.22794318590413606,3.2570889461160313,0.001125611556258315,-0.36670110407816925,-3.1733638047955934,0.0015068357970498191
period1,size_bm,3,1,26,0.003584693789717852,0.19557969444599355,0.8449391548154356,0.8493180838308962,0.8206167664653526,1.1103593201770998,7.1388671995012345,9.410319317609595e-13,0.10302994657984411,0.5250303834644996,0.5995620695383099,-0.9381327708924709,-2.684621268055766,0.007261203605544335,-0.18920505291353087,-0.6288392715852918,0.5294542868802272
period1,size_bm,3,2,26,-0.0033062813718760164,-0.2740194243167384,0.7840696943284342,0.88885576265949,0.867685431737488,1.0737244241531538,10.863888832709408,1.712956939183349e-27,-0.052717899049025546,-0.38902885281416,0.6972548028252403,-0.33682287881387984,-1.189518228828809,0.2342358021506381,0.027046624620898976,0.08325274794592476,0.9336505714770453
period1,size_bm,3,3,26,0.006425296045561251,0.9018058898300496,0.3671599904894808,0.9234784021480489,0.9089028597000582,1.1306718062217083,28.39969985592575,2.039448723104775e-177,0.06164102515620411,0.9217791286427579,0.35664379630388277,0.1977560832405837,1.363553417340635,0.1727081615542978,-0.013249517799888769,-0.061059624560439334,0.9513117240555465
period1,size_bm,3,4,26,-0.0011367935002174166,-0.0859302438269076,0.9315218693262116,0.8877375235000616,0.8663541946429305,0.986115810973061,15.12524352524611,1.103915118247236e-51,0.023974639129986028,0.2437940260135506,0.8073903473112418,0.2884208661257759,1.5647517170988823,0.11764113689746919,-0.12553912165158376,-0.48915614662724216,0.6247311537586494
