period,portfolio_type,size_quintile,factor_quintile,n_obs,alpha,t_alpha,p_alpha,r_squared,adj_r_squared,beta_MKT_RF,t_MKT_RF,p_MKT_RF,beta_SMB,t_SMB,p_SMB,beta_HML,t_HML,p_HML,beta_MOM_24M,t_MOM_24M,p_MOM_24M
period1,size_bm,3,1,26,-0.0017068778887922428,-0.10208395693475986,0.9186900349947202,0.8619158939782976,0.8356141594979734,1.0909753703550416,7.7169641868786165,1.1913310780866884e-14,0.05065335035795772,0.257341494819782,0.796915162540303,-0.9683241794487145,-4.016765378277198,5.9002413873157895e-05,-0.2717391290058774,-2.080374822170017,0.03749116677258877
period1,size_bm,3,2,26,-0.010663598857568079,-1.409582525033165,0.15866298995052786,0.8968943458762176,0.8772551736621639,1.040513207634867,13.388239381742782,7.084014162999238e-41,-0.11991173703871423,-1.5160260844696163,0.12951275681805863,-0.44569547701386586,-2.35339977316752,0.01860262210939533,-0.1602458393166887,-1.2205887210271575,0.22224177895088182
period1,size_bm,3,3,26,0.006854527553147081,0.926240152472872,0.3543211901062978,0.9234657897359537,0.9088878449237544,1.1328612233157473,27.90026252351953,2.648566272848548e-171,0.06533467415727022,1.281369474176265,0.20006392092043745,0.20679904565574156,1.810377125261505,0.07023732412948624,0.0005955610881372211,0.006102592714574499,0.9951308657146143
period1,size_bm,3,4,26,0.0015144843874637273,0.13842653103213048,0.8899033301249097,0.8866477109870153,0.8650567987940658,1.0005823523127826,16.66012950334465,2.5547069787013443e-62,0.045941575452086214,0.5453604359780102,0.5855056456677867,0.3543537340374784,2.918580227995752,0.003516293785942234,-0.029094468591437495,-0.2778278732849901,0.781144493404279
period1,size_bm,3,5,26,-0.00879190844229942,-2.4338698036138138,0.014938367264612491,0.9275612146179352,0.9137633507356371,0.8814573145931254,12.571269120862638,3.0380741930853e-36,0.008756716637478817,0.12243657524412996,0.9025532735418607,0.4346005997348266,7.997468141258518,1.2700362116469658e-15,-0.1565213183063399,-3.278253737023909,0.0010445145909561656
period1,size_bm,4,1,26,0.012558908172381526,1.3659179919722917,0.17196470487262283,0.905144870312573,0.8870772265625868,0.9324193696591305,14.074614667090856,5.440060105198707e-45,-0.40151842056853804,-6.802302947959865,1.0295979597711094e-11,-0.3659180023390455,-3.7937353326333034,0.00014839785132294783,0.08237263846769052,0.8985689115317337,0.36888232416109
period1,size_bm,4,2,26,-0.003473969183776769,-0.6792359078307726,0.49698839889529667,0.927888045337042,0.9141524349250499,0.9762919959941463,15.455950308771413,6.878953085897486e-54,-0.0781467231260095,-0.9119203933348955,0.36181062530958064,-0.22466342098203682,-2.759692399615069,0.005785580808789941,0.2015493084224151,2.028172827643087,0.04254261211126456
period1,size_bm,4,3,26,-0.01754870210167616,-2.935686115243057,0.0033281089630923877,0.88930801363742,0.8682238257588333,1.128516132895484,14.840810256029005,7.97864062166463e-50,-0.14170815371325782,-1.0464242971201814,0.29536517972203835,-0.2918377432378608,-1.5321835523940808,0.125477146116858,-0.24748324381087985,-2.1661545395876574,0.03029937969068356
period1,size_bm,4,4,26,0.018171893629968967,2.180590243791532,0.02921373738584136,0.7612636558709336,0.7157900665130161,1.2088203828902004,12.423761982270637,1.9420964230831516e-35,0.21189294144781312,1.2241742970639007,0.22088648309256542,0.783166802619208,3.8149423427433473,0.00013621473390142008,0.23671073355394306,2.2784466567584634,0.022699979271043214
period1,size_bm,4,5,26,-0.02555260529876464,-2.07357034521745,0.03811923169047561,0.7702248855882085,0.7264581971288195,0.8669481370605682,6.051757430104971,1.4327409936708179e-09,-0.197623429751732,-1.4966843302299682,0.13447541546642575,0.2635639279481414,1.8828456360559767,0.05972129040735547,-0.16348251754669052,-1.8990978644533718,0.05755160985431581
period1,size_bm,5,1,26,0.004445859835033086,0.5762528641102508,0.5644442779266666,0.9344074296299258,0.9219136067022927,0.8273239101197303,16.98012192793816,1.1524638750920662e-64,-0.29357925553087894,-3.2104626309236965,0.0013252149809230046,-0.6427823841709933,-4.01294166895461,5.996673560540869e-05,0.1192204241352674,0.9134072943627369,0.36102837062431836
period1,size_bm,5,2,26,0.0009253483057038497,0.12682637455881826,0.8990778204158967,0.9114872900888799,0.8946277262962855,1.0705880813942699,27.07975711343308,1.7051284133944115e-161,-0.26020064395493525,-2.70605707945253,0.00680873418265546,0.19825279468449847,2.5249984953592466,0.011569878466036037,0.3150748988589549,3.724831277024601,0.00019544589836000583
period1,size_bm,5,3,26,-0.004176785776275905,-0.6776033720650976,0.49802320748687523,0.7592135502276229,0.713349464556694,0.8422702554604776,10.895053937209562,1.2169443856968336e-27,0.21821131800411253,1.2006459738398545,0.2298885594490283,0.46364426849966534,4.297603566714669,1.7265459702201217e-05,0.19034468533291748,2.0585897902140298,0.03953355164100651
period1,size_bm,5,4,26,-0.016604667534227527,-1.6501551717957508,0.09891120286600381,0.7238815453702688,0.6712875540122247,0.9090167449116406,9.504868756215531,2.0030042841396394e-21,0.1742262705164633,1.0155304504528941,0.3098530389303509,0.05434271087476071,0.41491449567606015,0.6782044978377719,0.13689122948560378,1.2566568624734804,0.2088779148409151
period1,size_bm,5,5,26,-0.006387670329992427,-0.6488569698549298,0.5164308300850176,0.5524738478380816,0.46723077123581147,0.5425163024442295,3.5592837766034275,0.0003718675503805022,-0.2087841706997674,-1.608916396460805,0.10763462370357321,0.0891844743787388,0.5406499322112694,0.5887488944552393,-0.10955968826330775,-0.7967834878441207,0.4255767865144616
period1,size_inv,1,1,25,0.02171177718962076,1.4786556749451651,0.13923236453533755,0.7764872019129172,0.7317846422955007,1.238450725752296,10.040324271873102,1.0134045950495575e-23,0.21041593338658612,2.08096623503734,0.037436996724568114,0.7306545020484656,4.444439113530805,8.812145888674686e-06,-0.046353004884809604,-0.24995898710837172,0.8026190655518848
period1,size_inv,1,2,22,0.007729007542632103,0.75551465009505,0.4499402454390682,0.8291283599172208,0.7889232681330374,1.054633531431294,11.983105492212989,4.3569120016207625e-33,0.40781309790425924,2.931012523542234,0.003378591607864304,0.4826611485796152,2.2830085564917466,0.022429864348667755,0.1222584234494041,0.8597436599790186,0.38993036205313125
period1,size_inv,1,3,25,0.00909917749681668,0.8096918015664286,0.41811733113990157,0.800282760383302,0.7603393124599624,0.9234984844675037,8.999868472547632,2.259882557900956e-19,0.2772580543596256,2.6832104289322958,0.007291909263944789,0.722968780077226,3.7220518335524067,0.00019761044357511045,-0.006271086927830967,-0.06304491319619389,0.9497307398725677
period1,size_inv,1,4,22,-0.011569185290900424,-1.0300386829208295,0.30299184711054916,0.6742336950282992,0.5975827997408403,0.7891781285227638,5.634723894832609,1.7533902738860423e-08,0.3499788442158761,0.9835987058520281,0.32531286170889084,0.2971071346140976,1.659458862783215,0.09702336349241464,0.0887571069457451,0.3803804946397107,0.7036629914533068
period1,size_inv,1,5,22,0.010035346774342173,2.028705614315774,0.04248828371983183,0.9305620285080097,0.9142236822746003,1.1244398165570704,11.822110183358053,3.0005157356143336e-32,0.17104090109697068,1.9266735949412155,0.05402032056191573,0.7499970579144346,9.063907205767652,1.258594873329086e-19,0.05077045914800642,0.5087758827943535,0.6109093259663276
period1,size_inv,2,1,25,0.023760271355735923,2.9803989491594973,0.0028787319877461174,0.7791673843063819,0.7350008611676583,1.1228940045429194,9.775613982838383,1.4328588659453055e-22,0.6278511504652194,1.9516430157877218,0.05098060241866667,0.22359705552032938,0.6615422946993863,0.5082646002081417,0.021871159867999247,0.16664540245518633,0.8676490671784974
period1,size_inv,2,2,25,0.01901340945529942,2.916023463652841,0.003545238380576619,0.9165516723434407,0.8998620068121288,1.2110123171211047,26.94693836908066,6.195589487285718e-160,0.37643726004087813,3.992639779060756,6.53417921029222e-05,0.3701622290805706,1.9573435488086817,0.050307090675102736,0.16169156853130986,1.2633534240341566,0.20646219464707827
period1,size_inv,2,3,25,-0.010167929434084795,-0.7225437027567368,0.4699602663583703,0.8302028091852722,0.7962433710223267,1.0304586861612528,8.101678610194229,5.42059882390077e-16,-0.05258896988211088,-0.7524105724861873,0.4518041905508411,0.2700568720176146,1.0063642660227372,0.31424037642940406,-0.18565246366373933,-1.324444276957028,0.18535553785654202
period1,size_inv,2,4,22,-0.01723897360640899,-1.81564971573013,0.06942412213382353,0.8428700677307946,0.8058983189615698,0.9531824795243645,18.78976701119296,9.158054610176539e-79,0.37583961926219944,1.4413230829512003,0.1494934290056646,-0.24454675149260172,-3.890830019988955,9.990190073654781e-05,0.09446196935134449,0.4716652323240095,0.6371657572512793
period1,size_inv,2,5,22,-0.005375805070988694,-0.8990880093093627,0.36860578440161584,0.9469500571895454,0.9344677177047326,1.1996129832591824,29.515400239916318,1.826641360068108e-191,0.286064495072392,2.480715900625891,0.013111883156899568,-0.23814387945118168,-2.292773383453212,0.021861055151224832,0.06970860759537643,1.0811224519925702,0.27964264739582956
period1,size_inv,3,1,22,0.020293507540406423,1.853461263156752,0.0638162734094529,0.747218411969368,0.6877403912562781,1.0801992733788879,14.307053722456747,1.9771373532046435e-46,0.023361809264004302,0.1236686343659294,0.9015776471238516,0.15158743696541543,0.5682535345776326,0.5698628250544795,-0.3105284304484511,-1.1809680705146108,0.23761540775479495
period1,size_inv,3,2,25,-0.01701323143698667,-1.6941057044307652,0.09024519855436433,0.6996552573387,0.6395863088064401,0.864610655152045,6.735984650149163,1.6282347669103385e-11,-0.055218092753362695,-0.339247347815359,0.7344234034384529,-0.19885971393342322,-0.6878976135829205,0.4915172594870201,-0.3282963077454722,-2.416630046277697,0.01566492937370471
period1,size_inv,3,3,22,-0.022879442868724828,-2.713918421805087,0.006649253814234328,0.8041619728733291,0.7580824370788184,1.0103734451254849,9.807365629452619,1.0466528559447554e-22,-0.07735165627474418,-0.5611377061243931,0.5747036652551292,-0.5762003172545809,-2.083308841427826,0.03722308135306988,-0.4825047752222597,-2.511050223750999,0.01203725699381341
period1,size_inv,3,4,25,0.029533900468211895,3.1524807463433255,0.0016188949741636504,0.7909953132135634,0.7491943758562761,1.3479585367089872,10.999182514522492,3.856117449103212e-28,-0.16771484618284058,-0.8166290572317835,0.4141404444076603,0.38716967793650037,1.4921842580009257,0.13565084801446362,0.14330369146070635,1.3025003822275696,0.19274538738589764
period1,size_inv,3,5,22,0.003125853276291654,0.2372618968719221,0.8124536200865354,0.7929920698240445,0.744284321547349,0.9789609855020718,19.190601665910716,4.434754767808978e-82,0.0616364491472674,0.36754903722463883,0.7132095209974094,0.3401885008771134,1.5237617132124106,0.12756824695267746,0.21795363250041033,1.5387805831656787,0.1238578716582897
period1,size_inv,4,1,25,0.0002572241867794153,0.015655368732848392,0.9875093332205755,0.7259285031625757,0.6711142037950909,0.9664387444576343,13.774889186727842,3.609364863328186e-43,-0.56133089833118,-2.555140873728217,0.010614482956653194,-0.1938819744133476,-0.5013462873119884,0.6161274345591436,-0.20905286514637336,-0.7837588626031498,0.43318161629675955
period1,size_inv,4,2,25,0.009711979298814316,0.810889181496738,0.41742931359164204,0.8526740241752507,0.8232088290103009,1.195957100513021,12.95342842282622,2.246906183371686e-38,-0.19033952013213365,-1.9031768749116547,0.05701746956752,0.004865983564647008,0.031384359891854244,0.9749630140059877,0.15468233982423113,1.5793471026552084,0.11425646337214629
period1,size_inv,4,3,25,-0.013522567157080417,-1.5965394476370978,0.1103684058197721,0.8592330972999085,0.8310797167598902,0.9263492289306182,8.890909779272523,6.061057746910097e-19,-0.05988067344327724,-0.6062788622386517,0.5443295925267979,-0.238512467774979,-1.8470872973488575,0.06473448919587842,0.12357193504292967,1.6197939594716049,0.10527654430462927
period1,size_inv,4,4,25,-0.0036305922037307664,-0.1896294488191786,0.8495995090762036,0.7638989850455153,0.7166787820546184,1.020381162839444,6.30426167157559,2.895709201091495e-10,-0.007885963384305418,-0.05873833528171958,0.953160524896152,-0.1277716817572814,-0.5720635500111813,0.567278921923025,0.02322906512093707,0.10894582664224858,0.9132454585369105
period1,size_inv,4,5,25,-0.00509237292604343,-0.5630835293883548,0.5733780064787223,0.8478114905413613,0.8173737886496335,1.0169506130062926,11.245836633537165,2.4278376630530188e-29,0.005268135392770009,0.0610077797809104,0.9513530132296079,-0.1993977657562274,-1.5443030880573272,0.12251492483275751,0.1956852350087189,2.3061719478444123,0.021101026377034683
period1,size_inv,5,1,25,-0.0038929552976397883,-0.5259869094171499,0.5988973023593922,0.49263582921910665,0.39116299506292795,0.5896983398453358,7.389648522583499,1.4721744239526848e-13,-0.2599389517117111,-1.1921949186895051,0.23318482538255447,-0.040824522946466046,-0.20551481188033233,0.8371699268707483,-0.38243703431926734,-1.3794804110461025,0.16774668185041175
period1,size_inv,5,2,22,0.0071311522847193765,0.5859799041748563,0.5578890194188234,0.864532085844231,0.8326572825134618,1.1292441681421788,10.629513406029416,2.1724296555332122e-26,-0.6261518413551049,-3.3811524090874325,0.0007218249366711747,-0.002756158248036305,-0.01335782110254206,0.9893423177214251,-0.07661340589821813,-0.7387641045087274,0.46005025206097927
period1,size_inv,5,3,25,0.014545810232323783,1.1327669471903437,0.25731213517417195,0.6168263859299843,0.5401916631159811,0.8946001198422667,5.872083473054728,4.303519445409117e-09,-0.46207608132596195,-1.8763296123918576,0.06061003323512367,0.21819860985489017,1.4687852820136118,0.14189103731508076,0.26003625674892283,1.329088922678874,0.18381863443933855
period1,size_inv,5,4,25,0.013876468135550908,0.8763517471854864,0.38083884156705905,0.7295313812035275,0.6754376574442329,0.9351052595791797,10.826752440570953,2.57112991251839e-27,0.13694389207392768,0.6204570032608888,0.53495695328285,0.09926062987955571,0.43824277003582984,0.6612103073426884,0.38932499014096833,2.00519018786602,0.04494271865841416
period1,size_inv,5,5,25,-0.009888960406111308,-1.2136729889525084,0.22487262286538923,0.8063659171792379,0.7676391006150854,0.9078981120339904,9.562201972785193,1.1527745372338437e-21,-0.3585410252418045,-1.980020270863732,0.047701250967099915,-0.08220355336864188,-1.1260276896188675,0.2601537991387739,0.19364733715800578,1.9512223600385104,0.051030600203528426
period1,size_op,1,1,2,,,,,,,,,,,,,,,,,
period1,size_op,1,2,2,,,,,,,,,,,,,,,,,
period1,size_op,1,3,1,,,,,,,,,,,,,,,,,
period1,size_op,1,4,0,,,,,,,,,,,,,,,,,
period1,size_op,1,5,0,,,,,,,,,,,,,,,,,
period1,size_op,2,1,10,-0.00403350247754819,-0.49170170684021586,0.6229302314543247,0.9553636115463846,0.9196545007834923,0.8165792150808253,6.692901989926398,2.187876847157307e-11,1.1254573261069378,28.83673903696412,7.431088276442513e-183,-0.9722546574036226,-7.491050220638864,6.832466544721395e-14,0.41115541502130126,3.1708675270252966,0.0015198443636648949
period1,size_op,2,2,6,,,,,,,,,,,,,,,,,
period1,size_op,2,3,2,,,,,,,,,,,,,,,,,
period1,size_op,2,4,1,,,,,,,,,,,,,,,,,
period1,size_op,2,5,0,,,,,,,,,,,,,,,,,
period1,size_op,3,1,7,,,,,,,,,,,,,,,,,
period1,size_op,3,2,12,-0.021406776098979827,-0.5566122243072188,0.5777923998709606,0.5775071249167065,0.3360826248691102,0.8014195693464383,2.854624868407256,0.004308768978998829,0.897592043119823,5.35986404606983,8.328460415377404e-08,-1.157503935523116,-1.0746663103825833,0.2825241521601697,-0.7878781205123031,-3.013541688356042,0.0025821756196625772
period1,size_op,3,3,9,-0.06959970062985427,-3.7564282945193566,0.000172355625498349,0.8075245685761333,0.6150491371522666,-0.12449782627036225,-0.2800014986329457,0.7794763551185916,1.2769289370820203,4.060207555098131,4.902911234442974e-05,-0.5428165676885021,-1.797892518301566,0.072194041984971,-0.32032882814416425,-2.8783053998567873,0.00399817870259071
period1,size_op,3,4,10,-0.014827385235846396,-1.9564686681232393,0.050409969876344954,0.8631572600820842,0.7536830681477514,1.52511743776636,14.612411763493036,2.340824721580045e-48,-1.2251603556247834,-3.5794897258254967,0.00034426578241872585,1.8434584356657886,8.404489634328199,4.297262506975402e-17,1.8066074578517193,10.795291571297422,3.623106804943679e-27
period1,size_op,3,5,3,,,,,,,,,,,,,,,,,
period1,size_op,4,1,13,-0.08651147381624227,-2.329642422761545,0.019825058012430702,0.7757337392925445,0.6636006089388168,0.7862490889722435,4.027168159689479,5.6452659005466415e-05,-0.7960900827330779,-3.1952057884973746,0.001397311683932902,-2.838996799004512,-2.8022180404065815,0.005075255917928089,-2.654766363265129,-5.467468627354517,4.565079740476124e-08
period1,size_op,4,2,9,0.043209513974114516,0.93784202247114,0.34832560184820915,0.701535524386339,0.4030710487726781,0.7749198880301414,2.4957291646175306,0.012569853308969196,0.35746717212307677,1.2172183634648617,0.22352114514558175,-0.10869125541190916,-0.3260415559471029,0.7443929143884326,1.5253368272122476,5.045597318303772,4.5210669968228216e-07
period1,size_op,4,3,9,-0.061165783077954124,-2.8258661795230178,0.00471529586389428,0.4178619053745283,-0.16427618925094345,0.20850802864957393,1.4489755391132368,0.1473444137838744,-0.5997616616018319,-2.2365818509184745,0.025313682200626523,-0.24082162926573766,-0.4136327767574348,0.6791430651991432,-0.3787900345701833,-3.2206463393043494,0.0012790187512024438
period1,size_op,4,4,8,-0.05439166364453935,-8.258514507231142,1.474965418497767e-16,0.9372014733886324,0.8534701045734755,1.0637971852366572,16.900121223081918,4.489826362362703e-64,-0.7509177630558154,-11.373114462607123,5.691966984812198e-30,0.8846458175404937,8.737302661337802,2.3874223338907786e-18,-0.34949144299918145,-3.3181482524728736,0.0009061637457773464
period1,size_op,4,5,6,,,,,,,,,,,,,,,,,
period1,size_op,5,1,10,-0.07109474076377584,-2.445334267205317,0.014471794435455236,0.6037286688739866,0.28671160397317585,0.6434094404142557,1.8859207839281167,0.05930563029903023,-1.9229945399833877,-3.7271226766040826,0.00019367820178356498,-0.10278490540107982,-0.2393627809688333,0.8108242877146445,0.018287588246873265,0.08130471576307483,0.9351996237722755
period1,size_op,5,2,0,,,,,,,,,,,,,,,,,
period1,size_op,5,3,6,,,,,,,,,,,,,,,,,
period1,size_op,5,4,8,-0.03649649286170875,-1.2043771494439697,0.22844383987327477,0.7637188274530036,0.44867726405700825,1.4347132060245675,20.897907053482605,5.594462254923707e-97,-0.5076036374205078,-1.8153446509141027,0.06947096121444758,0.03767425994613682,0.05492190492666325,0.956200680607269,-0.6539914488469665,-2.0880529350521746,0.03679305990746324
period1,size_op,5,5,13,0.005595673085987953,0.1288514412530947,0.8974752005256013,0.6861802930334074,0.5292704395501111,0.7588082458708973,1.7554362912123604,0.0791847090467609,-1.7409313023840978,-6.19753752642348,5.735336718869203e-10,-0.6615040055832462,-1.82859551501421,0.0674602250800082,0.03375678863803277,0.10281299170257811,0.9181113940218475
