model,portfolio_type,size_quintile,factor_quintile,n_obs,alpha,t_alpha,p_alpha,r_squared,adj_r_squared,beta_MKT_RF,t_MKT_RF,beta_SMB,t_SMB,beta_HML,t_HML,beta_RMW,t_RMW,beta_CMA,t_CMA,beta_MOM_24M,t_MOM_24M
FF5+MOM_24M,size_bm,1,1,11,-0.014507958380305854,-1.0953085435139962,0.2733814858304253,0.8727688099838754,0.6819220249596885,1.1104741509353828,5.8000385826092,0.5002239749076869,3.349359783017141,0.8755318552823139,3.679909952040295,0.4254700611480266,4.485140762300129,-0.6927823453187927,-2.2492847113272405,0.7880267827058228,2.9331303904963386
FF5+MOM_24M,size_bm,1,2,11,0.04712012981992687,1.8482207783177542,0.06457041073474895,0.8419355183817535,0.6048387959543837,1.5182909260425472,8.131559769529522,0.22318040168618197,0.46478292162746837,1.249224584876775,2.2295605935453238,0.010786545090304744,0.08224597787336535,0.6638435360260094,0.9982885911383288,0.7636566561285573,1.6803783801243637
FF5+MOM_24M,size_bm,1,3,11,0.04425408002542785,4.063146322235501,4.841565842076638e-05,0.9608686481505193,0.9021716203762983,1.5701455937974553,17.144791872264772,0.6833439019623792,2.89567207218692,1.435388369481716,6.523787763438722,-0.0346834122253184,-0.5186683646984358,1.0828800899044024,3.239617315707575,1.1949186900921425,7.649810845831551
FF5+MOM_24M,size_bm,1,4,11,0.021485096249977624,5.516781382158291,3.4526449069047044e-08,0.977840038874355,0.9446000971858874,1.3826589033970083,30.97929676980738,1.1185337846117713,8.050565102661803,0.9721918217065305,9.530175720689988,0.030950514041913027,0.735320239222772,1.2546353959937755,6.87142043423341,0.51873111454654,6.925237119650065
FF5+MOM_24M,size_bm,1,5,11,-0.011920975629039984,-1.0491243244082258,0.294120902205383,0.9703144753198887,0.9257861882997217,1.0348775220524065,9.697704873506984,0.7871271252589724,15.441931695708279,0.5506759813703039,2.107220266296654,0.29699886773687245,9.012609166806264,1.1381507780957996,9.473281598384563,-0.16832531206892332,-0.6951932071373271
FF5+MOM_24M,size_bm,2,1,11,0.03297803311301158,0.7107347835297464,0.4772486006758485,0.8291542089868675,0.5728855224671688,1.6404086010200951,3.764938362890847,-0.3146741056074537,-0.5954175127650888,1.9342293605855105,2.025549387423399,-0.09994808727885152,-0.6104728489125315,0.8137278538342055,0.9953207318854921,3.0958150258028763,4.4869132521955954
FF5+MOM_24M,size_bm,2,2,11,0.012999861517642503,1.5135868702350357,0.13013065325633177,0.9853320992421852,0.9633302481054631,1.2466941404969791,15.379061509532038,0.1851422891785237,2.6842779861930475,-0.02759278522764158,-0.1421263510904043,-0.07012083743942926,-3.0153145176762974,0.63227233999687,4.441077903504141,0.3728690928357245,2.119737498508645
FF5+MOM_24M,size_bm,2,3,11,0.011993694132778478,0.9584810575716433,0.33782023881021894,0.9494473514235707,0.8736183785589269,1.2804921609487594,12.782210447455336,0.20199861703337307,2.782747049078744,0.4677692561501626,1.461641486459982,-0.05626864904379139,-1.2156118537741918,-0.15677523892505008,-1.2666417016699987,0.3140570199374381,0.9604869677624733
FF5+MOM_24M,size_bm,2,4,11,0.013740853501671955,3.4836429380853984,0.0004946389122238559,0.9825700379710842,0.9564250949277106,1.2749820755754706,37.59514404635219,0.1772996110204647,1.5087925274584764,0.7877704038943452,5.766846503977498,-0.04783460941202937,-1.3248054363436956,-0.12690573133423655,-0.6396008665570704,0.21379230590947224,1.5328477719901228
FF5+MOM_24M,size_bm,2,5,11,0.008684009831586903,1.5056705523353224,0.13215176706537968,0.9798011534474184,0.949502883618546,1.0741183072258484,16.192567897145256,-0.1254728064460109,-1.9528413094130301,0.770417096038529,6.810495088740096,-0.031300833672608004,-1.2293701809813462,-0.6500287702348709,-4.7452219865584535,0.19843952058277908,2.147742265596689
