model,portfolio_type,size_quintile,factor_quintile,n_obs,alpha,t_alpha,p_alpha,r_squared,adj_r_squared,beta_MKT_RF,t_MKT_RF,beta_SMB,t_SMB,beta_HML,t_HML,beta_RMW,t_RMW,beta_CMA,t_CMA
FF5_baseline,size_inv,5,3,11,0.021181236927110016,0.6556028543072416,0.5120796885308847,0.8215115179682925,0.6430230359365849,0.8341554389776505,3.152744574233167,-0.651255572034953,-4.598583104617369,-0.24145074670816707,-0.7386504731776621,-0.3816599028425162,-1.9627698867637016,-2.3048536922408496,-4.795428051886341
FF5_baseline,size_inv,5,4,11,0.01068758244294427,1.829029302371865,0.06739521868125846,0.8637757613936297,0.7275515227872593,0.6882242675992416,14.618132102496457,-0.9635327792131951,-11.670654403925953,0.017063255006571923,0.1525655538791858,-0.05834574910152771,-0.7047654345570104,-1.1083272938508495,-4.635867946533989
FF5_baseline,size_inv,5,5,11,0.012552912990471702,1.0267947762919956,0.30451710963263334,0.9272404336804271,0.8544808673608542,0.8793661238116012,7.569944692902299,-0.4073727106186858,-3.2928234428443774,-0.41236300037553664,-3.4288005148205376,0.059178551846563204,1.009526054422329,-0.7014247687347757,-2.713562879418189
FF5_baseline,size_op,1,1,5,,,,,,,,,,,,,,,
FF5_baseline,size_op,1,2,2,,,,,,,,,,,,,,,
FF5_baseline,size_op,1,3,0,,,,,,,,,,,,,,,
FF5_baseline,size_op,1,4,3,,,,,,,,,,,,,,,
FF5_baseline,size_op,1,5,0,,,,,,,,,,,,,,,
FF5_baseline,size_op,2,1,5,,,,,,,,,,,,,,,
FF5_baseline,size_op,2,2,6,,,,,,,,,,,,,,,
FF5_baseline,size_op,2,3,3,,,,,,,,,,,,,,,
FF5_baseline,size_op,2,4,4,,,,,,,,,,,,,,,
FF5_baseline,size_op,2,5,0,,,,,,,,,,,,,,,
FF5_baseline,size_op,3,1,5,,,,,,,,,,,,,,,
FF5_baseline,size_op,3,2,10,0.04375617969016417,1.532673382506641,0.12535635064757825,0.6138983750285851,0.1312713438143165,1.1728744720480881,3.2730402763674986,0.6127616661710326,1.0879581771043818,0.131630961183119,0.3427671674889988,0.13268164628272724,0.8359984423030069,0.45264672633021363,0.39239768665394664
FF5_baseline,size_op,3,3,11,0.038147346361731865,1.3331755723258547,0.18247419368376516,0.7850218286072127,0.5700436572144254,1.7171928507983623,5.180975425327223,-0.18829257803173638,-0.6472097442599669,0.409746245697501,1.0448259359739385,-0.11072876759400274,-0.4692466282306758,-1.572773383955361,-3.7190499396795085
FF5_baseline,size_op,3,4,8,-0.05025801869468645,-6.722121234802725,1.7909783530383873e-11,0.8259124084543594,0.390693429590258,0.5778754331388227,7.144866058008952,0.3719032660350938,1.7037214823963032,-0.3343249341150999,-1.9230384945839742,0.23029906906883937,2.319485782977837,-0.46522630601471815,-1.6307330736949308
FF5_baseline,size_op,3,5,3,,,,,,,,,,,,,,,
FF5_baseline,size_op,4,1,4,,,,,,,,,,,,,,,
FF5_baseline,size_op,4,2,3,,,,,,,,,,,,,,,
FF5_baseline,size_op,4,3,10,-0.08657158822448947,-9.398773321387402,5.520287523093953e-21,0.7965114773098197,0.5421508239470945,0.15908452902209225,1.691411748920858,-1.4507827148693506,-4.272097895605662,-0.8845841667346488,-4.9367066377880855,-0.1215852227312012,-1.570690131587134,-0.35149301375165853,-0.6144765928157145
FF5_baseline,size_op,4,4,7,,,,,,,,,,,,,,,
FF5_baseline,size_op,4,5,7,,,,,,,,,,,,,,,
FF5_baseline,size_op,5,1,4,,,,,,,,,,,,,,,
FF5_baseline,size_op,5,2,3,,,,,,,,,,,,,,,
FF5_baseline,size_op,5,3,0,,,,,,,,,,,,,,,
FF5_baseline,size_op,5,4,0,,,,,,,,,,,,,,,
FF5_baseline,size_op,5,5,9,-0.03250079923891372,-4.3971060490672045,1.0970375226517716e-05,0.8525220207296359,0.6067253886123625,0.7822460043722789,7.136245869576634,0.24833445935002435,1.6181990520275689,-0.848193070381356,-5.2348073981698064,0.17489952186169866,3.6832718971868563,2.9874298298506656,2.6441727316315333
