portfolio_type,size_quintile,factor_quintile,alpha,t_alpha,p_alpha,beta_MKT_RF,t_MKT_RF,beta_SMB,t_SMB,beta_HML,t_HML,beta_RMW,t_RMW,beta_CMA,t_CMA,beta_WML,t_WML,r_squared,adj_r_squared,n_obs
size_bm,3,1,-0.02966520457111037,-4.29272568278883,1.764930071241192e-05,1.4903168939382554,20.9429271424617,-0.060185023266697946,-0.2698181104567204,1.1113978833286722,2.68100646653692,0.6900673004519609,14.72661815392506,-2.414682652147079,-4.38900960068018,1.8048395967498916,5.381142763494357,0.9711682919986857,0.9279207299967143,11
size_bm,3,2,0.0117626589154191,0.889726920403323,0.37361253529387484,0.8501921213691375,6.680511864307624,-0.004197840537435216,-0.06274644618520286,-1.0173498876777627,-4.090820744229754,-0.18209622290074548,-2.0123862214317203,0.9293436667609101,2.7761549058031156,-0.7523866993617826,-3.1305450518202496,0.9528482001323793,0.8821205003309481,11
size_bm,3,3,0.0002034694658428803,0.016488571227350604,0.9868446196894433,0.9556992801706318,15.799297258602126,0.07842064437964555,0.3707509705665507,-0.6957832326181157,-1.7656783117545864,-0.18201778414855896,-2.6388320153869427,0.7351802417879701,1.158709642440432,-0.45562355167855856,-1.3497175657908922,0.9150428845112976,0.787607211278244,11
size_bm,3,4,-0.01009813757735191,-0.6813793941176441,0.49563145789206864,0.8877921728527356,11.5632535158555,-0.22247251301689486,-1.3352628094999672,-0.29019045300327395,-1.8661141575677167,-0.06076441032877421,-0.6298235158443769,-0.4558837948827119,-1.5257338580377058,-0.33493025499161416,-1.481118365569381,0.9140866530542625,0.7852166326356562,11
size_bm,3,5,-0.0013740351073884376,-0.2300757823974959,0.8180328829738608,0.8010014432125633,22.63959485022427,0.06882339285048056,0.9762019707139341,-0.04066634686959497,-0.34031505148003277,0.10740102139891987,4.920646947263492,0.48332003159829107,1.9579622346860583,-0.3422047356189883,-2.607637772795957,0.9777280043664724,0.9443200109161811,11
size_bm,4,1,-0.0019140226071905873,-0.14875697877064795,0.8817453988049427,1.0449187255300507,11.311654026043279,-0.15602900595432884,-2.014095616281743,-0.7054691043637997,-2.211539715423906,0.2983523240141568,3.50020604880117,0.2794124775216645,0.5051725441080547,0.06529782473098433,0.19205474901563993,0.9528133106488782,0.8820332766221954,11
size_bm,4,2,0.02391901920203334,31.134952262735954,8.10796785456839e-213,1.079664533854284,142.25677988190344,-0.41344798829019114,-19.830553569117075,-0.34244155697477224,-10.047143173863065,-0.16174466434977436,-31.941579054413214,-0.9729928477938666,-20.217362410357566,-0.12197814577456259,-4.607937925100114,0.999552868957342,0.998882172393355,11
size_bm,4,3,-0.008518591165443259,-1.1882713185544773,0.2347265337181188,0.9069666009897683,26.94693881494304,-0.6610694867031124,-5.049526144463511,-0.4585180975051797,-1.9590628548879598,-0.3051886507798742,-10.632575921270824,-0.20613643966487238,-0.5055180755816768,-0.2832564453266909,-1.260302806130721,0.9838641298738404,0.959660324684601,11
size_bm,4,4,0.01051726354668437,2.2174520200895667,0.02659221829330446,1.2258627940431648,16.402189784184035,-0.8038516029640349,-18.727242317982686,0.37456778639632227,2.5065933561009697,-0.02177648101032731,-0.6378741647903723,-0.5174814741055295,-2.763318858277356,0.10967504070686829,0.9694593300634987,0.9879307103830934,0.9698267759577336,11
size_bm,4,5,-0.016320800131620905,-2.3652450764301323,0.01801814307537175,0.6753795302672561,15.823460965604248,-0.4938981707499949,-3.8712149648411622,0.3142819359549365,1.9513921772832734,-0.046042954998382984,-1.4682045010302935,-1.288058226910735,-4.841257219412438,-0.24060731071322627,-1.7416391675813738,0.9125178615802899,0.7812946539507248,11
size_bm,5,1,0.0002004731501119815,0.08149727204967774,0.9350464942531008,0.45771801364667636,9.969736358937588,-0.4071114235672011,-6.162914644374336,-1.3180360169511014,-7.465330355612205,-0.05372495838401181,-3.375047461390568,0.33748125727497047,1.5149245804976739,-0.4362939469816556,-3.0984582596488273,0.9690598346769337,0.9226495866923342,11
size_bm,5,2,-0.018343460416726024,-1.8917150899356499,0.05852895169225748,0.7993256005230533,6.412141545921316,-1.121024595974427,-18.12998309424289,0.09829308558106047,0.3615445915246511,-0.02285043392076569,-0.33727162325999194,-1.8854122084126907,-5.548922418250869,0.3274817355515643,1.4994275577420642,0.9629812611418518,0.9074531528546295,11
size_bm,5,3,0.043524952209730454,3.4107284777699953,0.0006478957604180313,0.7010548112825672,6.101102853493629,-0.42716243099817053,-2.0430974685900427,-0.5843906084403858,-1.2508760352627548,-0.38359537529739085,-5.415882883066025,0.4934684717277834,0.6495646100144005,-0.9448782061112868,-2.220634561824748,0.869009425623271,0.6725235640581775,11
size_bm,5,4,0.01589226648177188,0.3998786378362232,0.6892459070709978,0.2733930546097391,1.5014581118538262,-0.20707992356559457,-0.39208908260462755,-0.29639748917176045,-0.543859873680555,-0.28330991507081693,-1.4125752176499369,-0.9071603116102573,-0.8033744793541968,-0.7795529679392851,-1.2175022260850148,0.44971695113561383,-0.3757076221609654,11
size_bm,5,5,-0.023641039490007253,-1.1803347673170563,0.23786709546152562,0.905280503512864,13.701870950401398,-0.8782712205820769,-2.5728563392645736,1.6095685758189386,4.9608367097078805,0.11240699967790196,1.0016026043057904,-1.9841115230535453,-3.2900213850960576,1.207193789598782,3.314138333158249,0.7402427341126399,0.35060683528159964,11
size_inv,1,1,0.011394184130669813,0.6012002347246411,0.5477066281626759,0.9428885524878036,3.3853729847224128,1.0321229650674117,5.6071228039709275,-0.30031358539056596,-0.37000011317802756,0.1454827598439766,0.9870247772397605,2.8187586964431603,2.5646107190538503,-0.8319178738212614,-1.2070832970055627,0.8473254722876596,0.6183136807191492,11
size_inv,1,2,0.023064627206681457,2.1725084421377083,0.029817333567486216,1.1688728255354814,16.481196650711098,1.03998719022584,4.372471149494357,0.1792004456984851,0.48194877892851756,0.20738636213960307,4.211323936943235,1.6715823382195358,2.7462990607885613,-0.3812671888859694,-1.1225030455241607,0.9578151753118275,0.8945379382795686,11
size_inv,1,3,-0.002683151528084705,-0.7912294625318724,0.4288101016783271,1.2792451962477538,30.99414046392628,0.9116329499202092,9.289511901526405,0.8814461705478245,5.011728611701297,0.15301102846032966,7.730395747044377,1.0979817408617296,4.23558881644703,0.32497134785290804,2.171063095139563,0.9933040100888482,0.9832600252221204,11
size_inv,1,4,-0.003619876329890186,-0.1531637489248962,0.8782691444799496,1.2271684148434148,15.193257005527947,1.1124384765751385,3.1503729861887426,0.5428270707692205,1.7928638762661089,-0.05597855375288818,-0.413822607509564,0.2069703485845631,0.34259230623353804,0.1569879267144919,0.40807294107509395,0.9088479452716809,0.7721198631792022,11
size_inv,1,5,-0.022544162946540932,-3.0030324548138885,0.002673039237095922,1.211106785349089,10.85420641799639,0.4824371006539223,7.183852623240193,0.7410854690503449,3.3918529428410875,0.3913281730737578,8.093257687445066,-0.10272300978361437,-0.3681497709473429,0.5487989661528476,3.4659290271692447,0.9751159299919643,0.9377898249799107,11
size_inv,2,1,-0.0035274368284876796,-0.7155388821352072,0.4742761239096396,1.2105710512111825,25.019575305009084,0.32261713116823276,6.514579056835857,0.8903279839155411,8.194275511365143,-0.09832415758790546,-3.439845578320777,-0.22161476173445382,-1.4815863274147958,0.574677776405594,6.559991096472971,0.9923778165242816,0.980944541310704,11
size_inv,2,2,-0.001168548167380057,-0.06712561375383833,0.9464817030514744,1.2779792431191868,6.993757512936641,0.3091038852357133,3.2242175958892725,0.5508084575795332,1.2679565782612483,-0.2337172880626356,-1.9163205924696656,-0.5952232673035915,-1.0419699359490113,0.37572917029238373,0.9604548912030423,0.9241616616213495,0.8104041540533737,11
size_inv,2,3,0.03504675369772252,5.150728122224052,2.5947710717469454e-07,1.2798443070606083,12.493164324565937,-0.20911220670829556,-2.831107511891158,0.5894873501489079,1.7487021490769448,0.1412088067541465,2.6558453074051034,-0.48989393099603484,-1.0908358219159267,-0.1252053757064716,-0.43609246319343326,0.9585240502866444,0.8963101257166111,11
size_inv,2,4,-0.0338296726522106,-2.507314391372029,0.012165245406339283,0.9719432397705469,8.340576312297015,0.21454888385773557,1.0228689335512426,0.3983884307537819,1.2131521144511501,-0.03043369233354104,-0.36233937647076253,-1.9153988977043233,-3.139192562460348,0.6329493587623427,1.8888242897741858,0.8788183694394098,0.6970459235985246,11
size_inv,2,5,0.008897041410483482,0.4992415285107439,0.6176092417068633,1.0980099864949588,17.26506185479901,0.514195721910472,2.0567830455268785,-0.3476917431801988,-0.7889742247050563,-0.06613904000810045,-1.1316283426206064,0.1754104193975211,0.2033182465012773,-0.5034309993727282,-1.1001109261855933,0.9371868643896509,0.8429671609741274,11
size_inv,3,1,0.019184224815432374,1.3281689881965608,0.18412228685458398,1.2490617812476918,5.244477409011926,-0.4772897973251902,-2.8689079953640033,0.43964201847417084,0.6721381583628118,0.14768222155136373,1.2817255183541942,-2.4845424854973697,-2.9050347935033956,0.34913365333773827,0.657807097503729,0.9259082861982302,0.8147707154955754,11
size_inv,3,2,0.022218117651475484,2.0706857038056063,0.03838817709223927,0.7513235337976523,4.182137948232569,0.1399741800834584,1.1359153189351259,-1.1721687311879194,-2.725807949835987,0.0064808043928757525,0.0839518952567318,1.2467490771533594,2.3499813900423585,-0.9258831215368496,-2.941328358491716,0.9387703805645385,0.8469259514113463,11
size_inv,3,3,-0.03891813216289632,-2.064325524523487,0.0389868625088876,0.7165808140328601,15.26452416364502,0.027653577807209784,0.08549082661590761,-0.9012719917333009,-2.692705121402475,0.1700340258933124,1.6029397009153143,1.3706049005167662,2.2944034601231227,-0.13686787713833906,-0.37147479870454597,0.9070595937945727,0.7676489844864317,11
size_inv,3,4,-0.010845128779577242,-1.1636004135183677,0.24458598375992524,1.3264171914785434,18.574632420988053,-0.01826150772057411,-0.23046558925695904,0.8018744254765624,3.517003702168424,0.16510512151114556,2.6453275399240503,-1.1716043257841564,-3.1682332007743526,0.6676693402689807,2.962499798148306,0.9671684621618759,0.9179211554046898,11
size_inv,3,5,0.019615710516513868,3.97926358602287,6.912906418688073e-05,0.9479586507515005,10.834611131832517,-0.21491511061530316,-2.3566910647555246,-0.33409425646356167,-1.0767543707146578,-0.16358186168399064,-4.257065898176166,-0.3070791419722535,-0.7803611676579422,-0.6917395099853495,-2.7677807635142275,0.9446383536052043,0.8615958840130108,11
size_inv,4,1,0.020296658183768464,1.2740531793803698,0.2026445700431838,1.0286420794603433,7.970518032761551,-0.9472321424531265,-4.410845740340503,-0.6990498989188915,-2.4215761882313895,-0.2930028859452207,-2.8146783010630756,1.3148244390076178,2.7596525020574867,-0.6463520800560045,-2.043703733958521,0.884642658426719,0.7116066460667974,11
size_inv,4,2,-0.01382120402430243,-4.795103391912807,1.6259094973349533e-06,0.8259829326807093,15.574725576638828,-0.4610336353764489,-10.348392856206065,-0.655152049898909,-5.182544167588881,-0.1959910840226868,-10.68011547453089,0.2530614113630205,1.5744721815550569,-0.32867844586489187,-3.7974535078139087,0.9948066777937645,0.9870166944844113,11
size_inv,4,3,0.01759995493665193,1.6318382423395243,0.1027135667769064,0.7186023588734751,3.79595968644031,-0.3774766292730388,-1.611078993169848,-1.7118288251292806,-2.4411001924791393,-0.1258413455438205,-1.4833202053260797,0.3869897914065834,0.39765769261147793,-1.0638301037394737,-1.7919995699648876,0.9318778429314558,0.8296946073286395,11
size_inv,4,4,0.014299413913298496,1.2478635021766276,0.21208104856913235,0.7178043022277887,7.664407207170463,-0.578178151013316,-3.3611614541936703,-0.8655936020716408,-3.3367525012293715,-0.008488388810334258,-0.1293018538105461,-0.27293562817222927,-0.7387076691133088,-0.6570125821245398,-2.94275364017934,0.8832021331787137,0.7080053329467841,11
size_inv,4,5,-0.012601829461401495,-1.5437065769435032,0.12265943228510634,1.226148705269669,23.147900662266686,-0.33682114579122513,-1.6497512123005824,0.395602693104623,1.2601446064602728,-0.0298618337130971,-0.6469426763298233,-0.8645087606580097,-1.8402907914937634,0.4985971096715692,1.7880759312426668,0.9741215670007866,0.9353039175019664,11
size_inv,5,1,-0.025521724592235846,-2.3677404949257617,0.01789708413754728,1.2134619335387147,13.87764927804037,-0.9890780715166666,-3.769538260015493,0.9795015236266182,2.826722776613965,0.9057712788121284,16.49682920655413,-0.8051617161100469,-1.445104802557735,1.2853620438910296,4.219587845761539,0.9436390194864602,0.8590975487161505,11
size_inv,5,2,0.014489824490385146,1.874187576256186,0.06090457589610234,0.7453224289917076,4.646526332327168,-1.0351403945379203,-3.233774993738422,0.2693226139016148,0.5266505037712672,-0.23677036627172027,-3.9504630841080335,-0.19143369771753638,-0.27351116765155786,0.08753860310965778,0.22898074209537683,0.8660252922707463,0.6650632306768658,11
size_inv,5,3,0.003204688466938539,0.11049935051022373,0.9120133649341181,0.9837775795260709,3.2179420337757683,-0.8040296673494821,-3.773140307358284,0.5006293089390126,0.8209750172322138,-0.24844678691334404,-1.3466069948379609,-3.15165557343033,-3.957233051854944,0.7001517468559533,1.3676140032584292,0.8367851900287488,0.5919629750718721,11
size_inv,5,4,0.027356508968102676,8.025210523015625,1.0135198132703045e-15,0.5494857064753282,8.71744360889012,-0.8218715378804942,-7.889205907581959,-0.6710375754044461,-2.6090087140268032,-0.18186888517686856,-9.836598203947387,-0.3231221489262562,-0.9800647216786302,-0.6492224049939505,-3.0905212694165285,0.892751101838438,0.7318777545960949,11
size_inv,5,5,0.007609372932728859,1.0664199717239247,0.28623383748777853,0.9205121228316661,5.377220503391391,-0.44938549531126115,-2.6719967809736156,-0.20829142961366912,-0.5026502389365943,0.09581207892611815,1.5729770308503168,-0.9342947787874415,-1.741470063141971,0.19254131096132315,0.6310300848366889,0.928878034148908,0.82219508537227,11
size_op,1,1,,,,,,,,,,,,,,,,,,5
size_op,1,2,,,,,,,,,,,,,,,,,,2
size_op,1,3,,,,,,,,,,,,,,,,,,0
size_op,1,4,,,,,,,,,,,,,,,,,,3
size_op,1,5,,,,,,,,,,,,,,,,,,0
size_op,2,1,,,,,,,,,,,,,,,,,,5
size_op,2,2,,,,,,,,,,,,,,,,,,6
size_op,2,3,,,,,,,,,,,,,,,,,,3
size_op,2,4,,,,,,,,,,,,,,,,,,4
size_op,2,5,,,,,,,,,,,,,,,,,,0
size_op,3,1,,,,,,,,,,,,,,,,,,5
size_op,3,2,0.1091315800643711,1.6468738368803173,0.09958398058239815,0.9306500592676114,4.974632794631213,1.002199823673532,1.6394754376685068,-1.52336341726814,-1.3488881429106847,-0.36207705114957145,-1.1474402881461565,2.369056655731578,1.1078803572414868,-1.805876968352317,-1.3580440965937148,0.6853171431978115,0.055951429593434354,10
size_op,3,3,0.0824983425082597,1.936738627305817,0.05277730143297635,1.3480512998715843,7.3789218339038865,0.1886253452056319,0.34277729988710004,-1.421082946087643,-2.2552943374554677,-0.4393866523003735,-2.0028790203342344,0.5164211604097952,0.4083604785518541,-1.7273854041331331,-2.2089666878958836,0.8327215199858983,0.5818037999647456,11
size_op,3,4,-0.09779487345570065,-3.8607594045431144,0.00011303516513937063,0.6839717614553414,9.211097559553432,0.33996276614589804,2.6742678950432763,0.21493887328519312,1.6059027866472149,0.7820476752035375,2.4720627253545087,-1.255568643570803,-5.366631967050924,1.0757613093321803,2.2804214334495647,0.8395932737252424,-0.12284708392330312,8
size_op,3,5,,,,,,,,,,,,,,,,,,3
size_op,4,1,,,,,,,,,,,,,,,,,,4
size_op,4,2,,,,,,,,,,,,,,,,,,3
size_op,4,3,-0.03959499262571309,-2.4737577141894302,0.013370033479176964,-0.2380235864826984,-1.0343793891116069,-0.991507647189434,-1.8934338450183936,-2.8837495839894736,-2.6991067108420723,-0.4399661666472555,-4.687211764388569,1.943686355437315,1.3130692196580709,-1.8207788984043014,-2.0840861279544325,0.8845061282962629,0.6535183848887886,10
size_op,4,4,,,,,,,,,,,,,,,,,,7
size_op,4,5,,,,,,,,,,,,,,,,,,7
size_op,5,1,,,,,,,,,,,,,,,,,,4
size_op,5,2,,,,,,,,,,,,,,,,,,3
size_op,5,3,,,,,,,,,,,,,,,,,,0
size_op,5,4,,,,,,,,,,,,,,,,,,0
size_op,5,5,-0.008372072559912262,-0.8562535203988798,0.39185756452084974,0.6338097331639672,5.914487386578017,0.4854281145134435,3.1521301623831546,-1.5969216577317997,-6.13449603892505,0.09451847064510659,1.8070709934595324,3.353443364178366,3.9554784430142815,-0.7923606291698668,-3.946024768312822,0.8713415485596903,0.48536619423876104,9
