Rank,Model,Mean_Delta_R2,Mean_Delta_R2_pct,Delta_R2_Score,MOM_Significance_Rate_pct,Simplicity_Score,Economic_Score,Optimization_Score,Mean_R2,Mean_AdjR2,Regression_MOM_Sig_Rate_pct,Is_Winner
1,MOM_24M,0.0322008783833241,3.2200878383324096,100.0,41.81818181818181,100.0,100.0,82.54545454545455,0.9222853860773316,0.7960172817316471,61.81818181818181,True
2,MOM_4M,0.0286049905049222,2.86049905049222,78.00119073170971,38.18181818181819,100.0,100.0,72.65502174722934,0.91868949819893,0.7859476010738269,54.54545454545454,False
3,MOM_EQ,0.0205403864256001,2.05403864256001,28.66381065629731,32.72727272727273,70.0,80.0,43.283706080700746,0.910624894119608,0.7649890701994123,52.72727272727272,False
4,MOM_8M,0.0188695875825993,1.8869587582599299,18.44225027516834,18.181818181818183,100.0,100.0,42.83144556461279,0.9089540952766072,0.7585099467884988,40.0,False
5,MOM_12M,0.0158550487770594,1.58550487770594,0.0,34.54545454545455,100.0,100.0,40.36363636363636,0.905939556471067,0.7468308585270265,54.54545454545454,False
