model,portfolio_type,size_quintile,factor_quintile,n_obs,alpha,t_alpha,p_alpha,r_squared,adj_r_squared,beta_MKT_RF,t_MKT_RF,beta_SMB,t_SMB,beta_HML,t_HML,beta_RMW,t_RMW,beta_CMA,t_CMA,beta_MOM_4M,t_MOM_4M
FF5+MOM_4M,size_bm,1,1,11,-0.02434724891085286,-2.9870966771443066,0.002816406431545312,0.8712490658367261,0.6781226645918152,0.9370383932528458,5.657666388937171,0.8079557270375485,8.680561436388649,0.37031881098282593,2.3209114400645334,0.41949377708688707,6.194204072533527,-0.8828292274496363,-5.805477403277066,0.5209618262235951,1.9887754776487083
FF5+MOM_4M,size_bm,1,2,11,0.05222788797604586,11.271886780567948,1.806565275120138e-29,0.9580385736887784,0.8950964342219461,1.4241814884633055,30.24057646359096,0.6490563036830548,7.061675038427535,1.209893818547129,10.062823084353404,-0.029672754537208537,-0.750830088048927,0.13382642085851906,0.7458442692032378,1.3242556362179192,7.29159631829071
FF5+MOM_4M,size_bm,1,3,11,0.03037373016400502,5.242904871255451,1.5806804504843148e-07,0.9641909068012378,0.9104772670030944,1.3124076365069455,43.94708010703564,1.1590324607319333,20.099297345566573,0.7012729113441776,4.936516776686057,-0.04620633316232706,-0.7973038720195558,0.7701545944402088,4.045800591023315,0.8481204722340054,7.328170315486543
FF5+MOM_4M,size_bm,1,4,11,0.017263659734802927,2.815031852113705,0.004877239957420088,0.9843275493438364,0.9608188733595909,1.2798845854503882,35.93475188674995,1.340766761019289,21.544744363160955,0.7089808483908527,9.362530282969903,0.02167662602302038,0.742103159086658,1.0762629534227632,9.003906988557418,0.46914471825369786,4.253661580985992
FF5+MOM_4M,size_bm,1,5,11,-0.007403274825172116,-0.7171023828001727,0.473310925606492,0.9686996694985647,0.9217491737464116,1.084127549204117,14.8160602778595,0.7424580381382646,10.060925663407389,0.7328819760762735,7.295444544170795,0.2925553783705394,6.655527026101261,1.1216820993957768,8.02271801512751,0.023919005606441335,0.25709747224117746
FF5+MOM_4M,size_bm,2,1,11,-0.05511472729425902,-1.0394167252767248,0.2986109687963411,0.6713079320588133,0.17826983014703335,0.7093339596979705,1.7356169343159527,0.4632479328695791,1.6638021771814284,-1.570743434615513,-2.7915341500476796,-0.0063770688438320455,-0.01595573287523543,1.2348035028382986,1.159619095975398,-0.719929169936437,-2.6448984081742464
FF5+MOM_4M,size_bm,2,2,11,0.005158819035485214,0.5063415372225631,0.6126169082543158,0.9811080487917416,0.9527701219793541,1.1485399393862004,18.092551078794052,0.3029796114213675,3.045814935729182,-0.3645931941847458,-2.8233010714121574,-0.06540694107380171,-1.6072617910072309,0.6175843201247005,3.6649502180874265,0.06824816888192109,0.47336335638972865
FF5+MOM_4M,size_bm,2,3,11,0.0045807248350480875,0.41271607810092803,0.6798146436671633,0.9454139454339616,0.863534863584904,1.1937348991988688,18.043833756059104,0.2941992519465372,3.174560083421113,0.15905678965962122,1.5455798116971018,-0.050383652268782,-0.9262546428444508,-0.1500462631816839,-0.7751586259754081,0.012229851838202133,0.08531293857111133
FF5+MOM_4M,size_bm,2,4,11,0.012231842326376616,3.4722258984434493,0.0005161618066572927,0.9849621025065055,0.9624052562662637,1.2337901445812594,31.33070141770422,0.2709042401609598,3.772135599616896,0.6863873532515857,6.9518899870021,-0.05220330500510141,-2.4863785757491175,-0.2058730132165577,-1.7429829775036896,0.20627280952123228,1.8351074868017259
FF5+MOM_4M,size_bm,2,5,11,0.0034111550453507257,0.6315368109518384,0.5276895881360189,0.9767156369676157,0.9417890924190391,1.0163253503833554,19.916606466707275,-0.07234939532333379,-0.6981136432501666,0.5572458941015421,5.327573814715375,-0.026188064033245296,-0.9720195359742374,-0.63186756728543,-5.031956025465703,-0.025227641151411295,-0.18435909980303897
FF5+MOM_4M,size_bm,3,1,11,0.007320085395926365,0.8878774382030116,0.37460668215924686,0.9148414688282245,0.7871036720705612,1.0573731821331458,15.543118922411502,0.2520788246717135,1.0364477746703757,-1.089166103985714,-4.25819601469818,0.36881987645591885,2.4080272367524054,-0.010870088277095347,-0.024408061119265956,-0.5234672474039439,-1.9402734939124895
FF5+MOM_4M,size_bm,3,2,11,-0.010720944687180085,-0.7629945291912676,0.44546665855249734,0.9321035274532756,0.8302588186331891,0.9949853704203733,9.15871035496192,-0.19597123635208522,-2.3077361022648035,-0.31725714200517324,-2.9084874589455825,-0.03144918613327939,-0.29204383947468915,0.09414165327917223,0.31385424473949813,-0.1771634843460249,-1.2513528619769427
FF5+MOM_4M,size_bm,3,3,11,-0.004453845772712208,-1.1973030570762515,0.23118845330923876,0.9209218124685977,0.8023045311714943,1.0886305511151626,21.427266587678844,0.040388220026938884,0.4590636169210977,0.003630192331441018,0.0202620768744097,-0.11199928652488145,-1.732704313931357,0.01782465489924412,0.08801222813164399,0.3940077678012539,3.384934770180284
FF5+MOM_4M,size_bm,3,4,11,-0.02804804248162953,-2.328469111309518,0.01988720757931634,0.9436499078342393,0.8591247695855982,0.912135904983802,11.429048719968014,-0.37707578668929864,-11.675503480157905,-0.22272657664511908,-2.4579876578571778,0.025098494543081162,0.324927002015684,-0.640117328892773,-2.7648031957348675,-0.5232511474357265,-8.188442600086253
FF5+MOM_4M,size_bm,3,5,11,-0.008437848857742472,-1.8690845753411225,0.061611048640801316,0.9686121098022257,0.9215302745055642,0.8828303826499793,15.035688899787129,0.009170059664106278,0.10595924535896435,0.3749931928425097,3.6504344123743064,0.16843215838546582,5.642522175151946,0.028758271873423835,0.22014484385658256,0.09638317601947921,0.7938975474534918
FF5+MOM_4M,size_bm,4,1,11,-0.004329194447183306,-0.40244990599031355,0.6873529479975372,0.9562018737964171,0.8905046844910427,1.0102967957592712,14.241221413147139,-0.17745391651628378,-4.029075774224161,-0.9004954103924515,-10.15287044048115,0.29561597373052356,4.547917420591632,0.45502931463392915,2.130292819855631,-0.2289707790979445,-3.059248495980555
FF5+MOM_4M,size_bm,4,2,11,0.02175318194690676,61.138516469487215,0.0,0.9992721911256435,0.9981804778141087,1.1106105099428492,244.16556946983744,-0.43164204397335404,-26.800082062031684,-0.18345540962383125,-11.930526906639882,-0.14082373669024334,-14.198901678014089,-1.1433353448698722,-46.36179712740314,0.05405585955764475,3.3421841689085667
FF5+MOM_4M,size_bm,4,3,11,-0.02051311093861021,-14.945488418425128,1.666647124036466e-50,0.9873355448317113,0.9683388620792781,0.9436476405063363,44.966454945185156,-0.764043227839539,-21.466821750316473,-0.30349365444159704,-4.586985952440464,-0.24011604193840821,-7.987746634627532,-0.43719692359485735,-5.685216390491079,-0.264233298386883,-11.001988593981478
FF5+MOM_4M,size_bm,4,4,11,0.01213648136368954,2.2987702210066203,0.021517990643962287,0.9878702170163121,0.9696755425407801,1.1963805126967701,21.61496566395542,-0.7903537292616925,-31.241121538452894,0.22152652876684206,5.503711022470281,-0.03981029922788019,-1.2876127033116476,-0.35656930579392754,-5.525646775724811,-0.06696769756418941,-1.0233006286242408
FF5+MOM_4M,size_bm,4,5,11,-0.02721398681068273,-4.1557378728187695,3.242393992208569e-05,0.9239071218556567,0.8097678046391418,0.7029783262454076,20.568059989549425,-0.5875108215988298,-10.107881709118917,0.42429716399611384,3.4445547774787184,0.010900159804633835,0.22735637115952018,-1.4676854825972663,-8.952645024054876,-0.26388034470817573,-2.6740765506517388
FF5+MOM_4M,size_bm,5,1,11,-0.01122172969950059,-1.9204011101477958,0.05480725343817985,0.9596865546152747,0.8992163865381868,0.5498412813305658,16.51708127935422,-0.5042316895544249,-11.638225929264104,-0.8623877003526412,-7.677473790317847,0.029807210574892495,0.5030380441331187,-0.1849942033176307,-1.0082038178481372,-0.012325731717582875,-0.1765129911704995
FF5+MOM_4M,size_bm,5,2,11,-0.009820294522147444,-0.8157708220457021,0.41463122424852294,0.9573675171180164,0.893418792795041,0.7299237753850942,7.613422662692225,-1.0485650000261002,-22.355488723500617,-0.2452635328798908,-2.3985880364675976,-0.08543043239392623,-1.1619271358564052,-1.4920540670487434,-7.677869034667462,0.006435426671950684,0.09078884731796302
FF5+MOM_4M,size_bm,5,3,11,0.013316805295888598,3.164168772860276,0.0015552657851644676,0.8283134882171942,0.5707837205429855,0.8729297047135225,23.135512917856737,-0.6851946848804131,-5.850624987139274,0.2341670181302708,1.3509694440146092,-0.18973702722014832,-2.389345528190628,-0.5088285797039114,-2.6270043716709726,-0.33285917943156185,-3.4963350867743053
