Model,avg_r_squared,avg_adj_r_squared,avg_alpha,alpha_sig_rate
FF3,0.7069620072608339,0.6712364695133761,-0.009056696631677885,0.21212121212121213
FF5,0.8900845076940077,0.7709536048956377,-0.0012855346931155507,0.34545454545454546
FF6,0.9103127134734811,0.7552380325991601,0.0005469537373658207,0.34545454545454546
